endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
get+groups_{id}_issues,iid,"return.iid >= 1
return.iid >= size(input.assignee_username[])
return.iid >= size(return.assignees[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.iid)
(return.iid, size(input.assignee_username[..]))
(return.iid, size(return.assignees[..]))","pm.expect(return_iid).to.be.at.least(1)
pm.expect(return_iid).to.be.at.least(input_assignee_username_size_array)
pm.expect(return_iid).to.be.at.least(return_assignees_size_array)","/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT"
get+groups_{id}_issues,milestone,return.milestone == null,daikon.inv.unary.scalar.OneOfScalar,(return.milestone),pm.expect(return_milestone).to.be.null,/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
get+groups_{id}_issues,moved_to_id,return.moved_to_id is Numeric,daikon.inv.unary.string.IsNumeric,(return.moved_to_id),"pm.expect(return_moved_to_id).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
get+groups_{id}_issues,references.full,return.references.relative is a substring of return.references.full,daikon.inv.binary.twoString.StdString$SubString,"(return.references.full, return.references.relative)",pm.expect(return_references_full.includes(return_references_relative)).to.be.true,/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
get+groups_{id}_issues,references.relative,return.references.short is a substring of return.references.relative,daikon.inv.binary.twoString.StdString$SubString,"(return.references.relative, return.references.short)",pm.expect(return_references_relative.includes(return_references_short)).to.be.true,/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
get+groups_{id}_issues,state,"input.state == return.state
return.state one of { ""closed"", ""opened"" }
LENGTH(return.state)==6","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(input.state, return.state)
(return.state)
(return.state)","pm.expect(input_state).to.eql(return_state)
pm.expect([""closed"", ""opened""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(6)","/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT"
get+groups_{id}_issues,time_stats.time_estimate,return.time_stats.time_estimate >= 0,daikon.inv.unary.scalar.LowerBound,(return.time_stats.time_estimate),pm.expect(return_time_stats_time_estimate).to.be.at.least(0),/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
get+groups_{id}_issues,time_stats.total_time_spent,return.time_stats.total_time_spent >= 0,daikon.inv.unary.scalar.LowerBound,(return.time_stats.total_time_spent),pm.expect(return_time_stats_total_time_spent).to.be.at.least(0),/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
get+groups_{id}_issues,updated_at,"LENGTH(return.updated_at)==24
return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.updated_at)
(return.updated_at)","pm.expect(return_updated_at).to.have.length(24)
pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT
/groups/{id}/issues&/groups/{id}/issues&get&200():::EXIT"
get+issues,_links.award_emoji,return._links.self is a substring of return._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return._links.award_emoji, return._links.self)",pm.expect(return__links_award_emoji.includes(return__links_self)).to.be.true,/issues&/issues&get&200():::EXIT
get+issues,_links.notes,return._links.self is a substring of return._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return._links.notes, return._links.self)",pm.expect(return__links_notes.includes(return__links_self)).to.be.true,/issues&/issues&get&200():::EXIT
get+issues,_links.project,return._links.project is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return._links.project, return._links.self)",pm.expect(return__links_self.includes(return__links_project)).to.be.true,/issues&/issues&get&200():::EXIT
get+issues,array,input.per_page >= size(return.array[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, size(return.array[..]))",pm.expect(input_per_page).to.be.at.least(return_array_size_array),/issues&/issues&get&200%array():::EXIT
get+issues,assignee.avatar_url,"LENGTH(return.assignee.avatar_url)==81
return.assignee.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.assignee.avatar_url)
(return.assignee.avatar_url)","pm.expect(return_assignee_avatar_url).to.have.length(81)
pm.expect(return_assignee_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,assignee.id,"return.assignee.id >= 1
input.assignee_id >= return.assignee.id
return.assignee.id < return.project_id
return.assignee.id >= size(return.assignees[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.assignee.id)
(input.assignee_id, return.assignee.id)
(return.assignee.id, return.project_id)
(return.assignee.id, size(return.assignees[..]))","pm.expect(return_assignee_id).to.be.at.least(1)
pm.expect(input_assignee_id).to.be.at.least(return_assignee_id)
pm.expect(return_assignee_id).to.be.lessThan(return_project_id)
pm.expect(return_assignee_id).to.be.at.least(return_assignees_size_array)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,assignee.state,"return.assignee.state == return.author.state
return.assignee.state == return.closed_by.state
return.assignee.state == ""active""
LENGTH(return.assignee.state)==6","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.assignee.state, return.author.state)
(return.assignee.state, return.closed_by.state)
(return.assignee.state)
(return.assignee.state)","pm.expect(return_assignee_state).to.eql(return_author_state)
pm.expect(return_assignee_state).to.eql(return_closed_by_state)
pm.expect([""active""].includes(return_assignee_state)).to.be.true
pm.expect(return_assignee_state).to.have.length(6)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,assignee.web_url,return.assignee.username is a substring of return.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.assignee.web_url, return.assignee.username)",pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true,/issues&/issues&get&200():::EXIT
get+issues,assignees,"size(return.assignees[]) one of { 0, 1 }
size(input.assignee_username[]) >= size(return.assignees[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual","(size(return.assignees[..]))
(size(input.assignee_username[..]), size(return.assignees[..]))","pm.expect([0, 1, 0].includes(return_assignees_size_array)).to.be.true
pm.expect(input_assignee_username_size_array).to.be.at.least(return_assignees_size_array)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,assignees.avatar_url,return.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.avatar_url),"pm.expect(return_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",/issues&/issues&get&200&assignees():::EXIT
get+issues,assignees.id,"return.id >= 1
return.id >= size(input.assignee_username[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.id)
(return.id, size(input.assignee_username[..]))","pm.expect(return_id).to.be.at.least(1)
pm.expect(return_id).to.be.at.least(input_assignee_username_size_array)","/issues&/issues&get&200&assignees():::EXIT
/issues&/issues&get&200&assignees():::EXIT"
get+issues,assignees.web_url,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,/issues&/issues&get&200&assignees():::EXIT
get+issues,author.avatar_url,"LENGTH(return.author.avatar_url)==81
return.author.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.author.avatar_url)
(return.author.avatar_url)","pm.expect(return_author_avatar_url).to.have.length(81)
pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,author.id,"return.author.id < return.id
return.author.id < return.project_id
return.author.id >= size(input.assignee_username[])
return.author.id >= size(return.assignees[])","daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.author.id, return.id)
(return.author.id, return.project_id)
(return.author.id, size(input.assignee_username[..]))
(return.author.id, size(return.assignees[..]))","pm.expect(return_author_id).to.be.lessThan(return_id)
pm.expect(return_author_id).to.be.lessThan(return_project_id)
pm.expect(return_author_id).to.be.at.least(input_assignee_username_size_array)
pm.expect(return_author_id).to.be.at.least(return_assignees_size_array)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,author.state,"return.author.state == return.closed_by.state
return.author.state == ""active""
LENGTH(return.author.state)==6","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.author.state, return.closed_by.state)
(return.author.state)
(return.author.state)","pm.expect(return_author_state).to.eql(return_closed_by_state)
pm.expect([""active""].includes(return_author_state)).to.be.true
pm.expect(return_author_state).to.have.length(6)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,/issues&/issues&get&200():::EXIT
get+issues,closed_at,"LENGTH(return.closed_at)==24
return.closed_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.closed_at)
(return.closed_at)","pm.expect(return_closed_at).to.have.length(24)
pm.expect(return_closed_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,closed_by.avatar_url,"LENGTH(return.closed_by.avatar_url)==81
return.closed_by.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.closed_by.avatar_url)
(return.closed_by.avatar_url)","pm.expect(return_closed_by_avatar_url).to.have.length(81)
pm.expect(return_closed_by_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,closed_by.id,"return.closed_by.id >= 1
input.per_page > return.closed_by.id
return.closed_by.id >= size(return.assignees[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.closed_by.id)
(input.per_page, return.closed_by.id)
(return.closed_by.id, size(return.assignees[..]))","pm.expect(return_closed_by_id).to.be.at.least(1)
pm.expect(input_per_page).to.be.greaterThan(return_closed_by_id)
pm.expect(return_closed_by_id).to.be.at.least(return_assignees_size_array)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,closed_by.state,"return.closed_by.state == ""active""
LENGTH(return.closed_by.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.closed_by.state)
(return.closed_by.state)","pm.expect([""active""].includes(return_closed_by_state)).to.be.true
pm.expect(return_closed_by_state).to.have.length(6)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,closed_by.username,return.closed_by.username is a substring of return.closed_by.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.closed_by.username, return.closed_by.web_url)",pm.expect(return_closed_by_web_url.includes(return_closed_by_username)).to.be.true,/issues&/issues&get&200():::EXIT
get+issues,confidential,input.confidential == return.confidential,daikon.inv.binary.twoScalar.IntEqual,"(input.confidential, return.confidential)",pm.expect(input_confidential).to.eql(return_confidential),/issues&/issues&get&200():::EXIT
get+issues,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
get+issues,downvotes,"return.downvotes == return.merge_requests_count
return.downvotes == return.task_completion_status.count
return.downvotes == return.task_completion_status.completed_count
return.downvotes == return.upvotes
return.downvotes == return.user_notes_count
return.downvotes == 0
return.downvotes <= return.time_stats.time_estimate
return.downvotes <= return.time_stats.total_time_spent
return.downvotes <= size(return.assignees[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.merge_requests_count)
(return.downvotes, return.task_completion_status.count)
(return.downvotes, return.task_completion_status.completed_count)
(return.downvotes, return.upvotes)
(return.downvotes, return.user_notes_count)
(return.downvotes)
(return.downvotes, return.time_stats.time_estimate)
(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes, size(return.assignees[..]))","pm.expect(return_downvotes).to.eql(return_merge_requests_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_completed_count)
pm.expect(return_downvotes).to.eql(return_upvotes)
pm.expect(return_downvotes).to.eql(return_user_notes_count)
pm.expect([0].includes(return_downvotes)).to.be.true
pm.expect(return_downvotes).to.be.lte(return_time_stats_time_estimate)
pm.expect(return_downvotes).to.be.lte(return_time_stats_total_time_spent)
pm.expect(return_downvotes).to.be.lte(return_assignees_size_array)","/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT
/issues&/issues&get&200():::EXIT"
